rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
,Swedish University of Agricultural Sciences,-,28.4,25.3,54.6,99.8,46.8,"3,879",4.6,,2013
,Tokyo Medical and Dental University (TMDU),-,47.5,21.6,47.1,45.4,21.9,"2,872",3.3,0.07,2013
,TU Dresden,-,29.7,15.6,63.9,36.1,48.9,"35,487",37.4,0.12,2013
,University of Bath,-,28,28.8,50.2,42.8,75.9,"12,830",18.8,0.30,2013
,University of Bologna,-,34.4,27.4,53.9,35.1,37.6,"85,532",22.9,0.07,2013
,University of Kansas,-,36.1,20.5,57.2,34.5,28.1,,,,2013
,University of Montana,-,28.9,14.9,72.1,34.1,24.9,"12,470",15.2,0.03,2013
,University of Newcastle,-,21.1,29,49.8,72.9,70.5,"23,508",21.9,0.18,2013
,University of South Carolina,-,37.5,28,53.2,30.8,31.3,"29,336",16.3,0.01,2013
,University of Southern Denmark,-,18.6,19.6,67.3,75.5,67.3,"22,210",12.7,0.16,2013
,University of Trento,-,28.7,21.9,62.1,45.3,51.2,"16,841",43.2,0.08,2013
,University of Turin,-,22.6,23.4,66.2,40.4,36.3,"67,552",66,0.06,2013
,Virginia Polytechnic Institute and State University,-,38.5,44.4,37.2,27.9,27.8,"30,850",18.6,0.10,2013
,Autonomous University of Madrid,-,32,24,51.9,34.7,45.7,"28,296",13,0.15,2013
,Brunel University London,-,19.3,20.1,58.2,33.4,89.4,"12,613",17.6,0.38,2013
,Charles University in Prague,-,34.7,26.2,42,28.1,50.3,"51,438",13,0.15,2013
,Claude Bernard University Lyon 1,-,23.6,17.1,62.6,-,50,"35,308",16.1,0.11,2013
,Creighton University,-,42.4,9.3,61,-,26,"7,086",8.3,0.02,2013
,Hokkaido University,-,45.1,34.2,32.3,41.3,24.9,"18,162",8.2,0.09,2013
,Hong Kong Baptist University,-,22.9,15.1,57.6,29.6,62,"10,441",11,0.25,2013
,Johannes Kepler University of Linz,-,22,13.8,59.3,-,59,"19,646",29.1,0.10,2013
,King Abdulaziz University,-,19.7,10.3,63.4,40.2,71,"35,889",8.4,0.21,2013
,Kyushu University,-,44,28.8,30.7,73.1,21.7,"18,925",6.7,0.08,2013
,Linköping University,-,21.1,27,53.3,38,47.7,"17,866",7.7,0.10,2013
,Medical University of Vienna,-,23.7,13.4,66,33.2,66.2,"7,426",2.9,0.28,2013
,Murdoch University,-,19.4,18.9,49.6,44.2,83.3,"16,606",32.8,0.43,2013
,National Cheng Kung University,-,33.1,40.3,30.4,99.9,22.9,"21,234",14.4,0.11,2013
,National Sun Yat-Sen University,-,27.9,32.5,48.5,43.9,23.9,"9,336",19.6,0.04,2013
,"National University of Ireland, Galway",-,22.6,19.8,51.9,41.1,69.3,"14,067",26.8,0.14,2013
,North Carolina State University,-,34.8,28.8,47.6,35.7,29.2,"30,533",13.6,0.11,2013
,Polytechnic University of Milan,-,27.2,23.8,47.7,68.1,38.1,"30,025",22.2,0.12,2013
,Renmin University of China,-,36.1,12,59.6,44,45.8,"24,954",12.7,0.06,2013
,Sapienza University of Rome,-,35.3,30.6,39.1,36,33.2,"120,986",32.3,0.07,2013
,Sharif University of Technology,-,32.9,42.8,34.2,93,16.7,"10,977",18.7,0.00,2013
,State University of New York Albany,-,30.2,30,52.9,-,27.8,"15,387",18.5,0.08,2013
,Sun Yat-sen University,-,33.1,17.8,52.2,43.5,24.2,"51,351",16.6,0.08,2013
,UiT The Arctic University of Norway,-,21.7,19.4,56.4,29.1,61.8,"10,398",12.2,0.10,2013
,University College Cork,-,25.3,19.5,47.4,38.8,71.5,"15,805",22.3,0.15,2013
,University of Canterbury,-,19.9,24,48.4,49.8,88,"12,187",16.5,0.20,2013
,University of Crete,-,17.1,16.3,68.6,34.1,44.4,"14,650",26.9,0.05,2013
,University of Eastern Finland,-,22.4,19.1,58.1,36.7,39.5,"10,798",17.3,0.06,2013
,University of Fribourg,-,20.8,11,69.4,-,59.5,"10,416",46.9,0.19,2013
,University of Graz,-,26.9,17.6,57.4,29.5,59.7,"20,584",26.8,0.12,2013
,University of Guelph,-,24.4,31.3,48.2,48.1,39,"21,643",28.3,0.04,2013
,University of Kentucky,-,39.1,27.8,45.5,-,21.7,,,,2013
,University of Manitoba,-,31.6,32.4,44.4,43.5,38.6,"28,576",27.8,0.11,2013
,"University of Maryland, Baltimore County",-,19.4,16.4,65.2,32.6,32.6,"13,908",18.1,0.07,2013
,University of Padua,-,21,21.4,64.5,31.7,37,"62,577",18.3,0.04,2013
,University of Pavia,-,25.6,18.3,56.3,60.6,34.4,"22,958",40.6,0.06,2013
,University of Pisa,-,22.6,23.2,63.8,39.4,29.6,"47,247",18,0.04,2013
,University of Portsmouth,-,12.8,10.5,72.3,29.2,70.2,"20,161",19.1,0.23,2013
,University of South Australia,-,28.4,25,34.1,83.7,81,"18,971",26.2,0.32,2013
,University of Tampere,-,25.6,23.9,51.2,49.3,35,"10,045",9.5,0.04,2013
,University of Tsukuba,-,39.9,26.2,45.3,33,30.7,"15,930",12.6,0.16,2013
,University of Vermont,-,28.5,20.6,58.6,-,19.9,,,,2013
,University of Waikato,-,17.7,19.9,61.9,28.2,85.6,"10,159",17,0.25,2013
,University of Wollongong,-,22.5,27.3,47.4,54,83.7,"16,489",25.4,0.24,2013
,Vrije Universiteit Brussel,-,26.7,26.8,53.8,37.5,48.4,"9,020",17.1,0.16,2013
,Washington State University,-,29.9,30.6,47.1,55.8,33.9,"24,550",18.3,0.07,2013
,Wayne State University,-,34.3,16.2,58.4,-,28.1,"23,065",10.7,0.07,2013
,York University,-,20.9,30.1,50.5,41.9,50.7,"48,007",39.4,0.09,2013
,Zhejiang University,-,40.3,34.5,32.6,89,20.1,"47,508",15.9,0.05,2013
,Aalborg University,-,21.7,24.9,41,39,67.2,"17,422",15.9,0.15,2013
,"Binghamton University, State University of New York",-,23.3,21.9,51.1,33.4,30.7,"15,799",23.3,0.14,2013
,Charles Darwin University,-,17.2,15.3,53.3,32.5,44.3,"5,570",25.4,0.15,2013
,Deakin University,-,20,22,47.1,30.1,68.4,"32,713",30.4,0.17,2013
,Flinders University,-,22.4,24.2,38.4,39.1,59.8,"15,655",22.6,0.15,2013
,George Mason University,-,27.2,19.7,53,28.2,34.9,"26,622",17,0.07,2013
,Heriot-Watt University,-,20.7,21.4,42.1,48.4,84.2,"8,773",17.8,0.43,2013
,Indian Institute of Technology Roorkee,-,30.4,13.7,45.8,70.4,15.6,"8,061",18.7,0.01,2013
,Jagiellonian University,-,22.7,13.8,48.2,29.5,41.7,"42,835",11.5,0.05,2013
,Keele University,-,16.3,18.8,55.1,31.7,64.2,"8,397",15.7,0.20,2013
,Keio University,-,32.5,28,39.7,43.1,22.2,"33,751",11.9,0.05,2013
,King Mongkut’s University of Technology Thonburi,-,11.3,10.2,68.4,60.2,23.8,"17,791",23.7,0.01,2013
,Lehigh University,-,26,19.7,50.6,40.1,30.4,"6,300",11.3,0.15,2013
,Leibniz University of Hanover,-,36.6,19.1,35.1,40.3,48.2,"22,401",62.7,0.12,2013
,Loughborough University,-,33.4,32.7,24.7,40.7,63.9,"13,951",15.9,0.22,2013
,Massey University,-,19.2,19.2,37.6,66,73.3,"19,101",16.8,0.15,2013
,National Autonomous University of Mexico,-,31,31.6,24.6,36,33.2,"137,378",11.6,0.05,2013
,National Central University,-,25.2,26.5,38.3,84.8,27.9,"10,915",9.8,0.06,2013
,National Taiwan University of Science and Technology (Taiwan Tech),-,26.8,42.5,33.1,46.8,18.8,"7,446",17.4,0.11,2013
,"National University of Ireland, Maynooth",-,25.7,23.9,28.1,30.8,69.2,"7,653",28,0.11,2013
,Paris Dauphine University,-,22,12.7,50.6,29.4,57.6,"9,565",15.4,0.28,2013
,Polytechnic University of Valencia,-,21,12.1,59.4,39.3,26.1,"33,172",13.6,0.07,2013
,Southern Methodist University,-,18.6,9,67.3,-,35.2,,,,2013
,Temple University,-,37.2,18.8,43.3,-,20.1,"33,268",13.3,0.05,2013
,University of Aveiro,-,21,21.1,49,39.9,48.7,"10,791",17.8,0.10,2013
,University of Duisburg-Essen,-,24.4,14.7,54.7,41.1,50.2,"36,051",46.6,0.11,2013
,University of Ferrara,-,19.2,13,58.5,37.7,41.4,"18,882",30.2,0.07,2013
,University of Hertfordshire,-,13.4,9.1,63.1,28.9,77.2,"19,665",19.4,0.27,2013
,University of Houston,-,37.5,25,35,35.7,32.6,"40,325",43.7,0.09,2013
,University of Jyväskylä,-,24.3,15.8,44.6,71.2,49.7,"9,703",15.2,0.05,2013
,University of KwaZulu-Natal,-,21.9,20.2,40,28.5,56.2,"30,572",24.9,0.06,2013
,University of Liège,-,21.9,16.9,48.4,55.9,67.8,"20,951",25.9,0.23,2013
,University of Minho,-,17.6,19.7,51.2,32.2,44.1,"19,090",18.8,0.09,2013
,University of Modena and Reggio Emilia,-,17.3,16.6,58.5,32.3,30,"19,693",25.3,0.06,2013
,University of Oklahoma,-,36.8,17.8,42.9,33.9,24.2,,,,2013
,University of Porto,-,26.2,21.1,50.2,36.2,43.2,"32,720",18.8,0.09,2013
,University of Salento,-,29.1,21.3,40.6,51.3,28.4,"19,959",58.4,0.01,2013
,University of Stirling,-,18.2,23.7,50.3,29.8,63.7,"7,828",15.9,0.22,2013
,University of Strathclyde,-,26.3,21.6,33,35.8,63,"15,705",20.2,0.20,2013
,University of Surrey,-,31.1,25,21.6,45.4,80.4,"12,063",16.6,0.38,2013
,University of Tartu,-,18.6,27.4,52.4,30.1,42.4,"10,269",13,0.03,2013
,University of Tasmania,-,19.5,17.5,47.2,44.8,68.4,"18,340",23.8,0.21,2013
,University of Technology Sydney,-,20.7,21.5,34.7,33.9,74.7,"24,519",44.1,0.31,2013
,University of Texas at San Antonio,-,17.3,17.6,66.2,32.2,28.6,"27,520",26.9,0.06,2013
,"University of the Andes, Colombia",-,15.5,11.4,68.2,28.4,53,"15,773",16.9,0.02,2013
,University of Valencia,-,17.2,14.5,62.8,32.5,40.8,"58,413",15.4,0.09,2013
,University of Vigo,-,19.4,9.5,63.7,36.6,26.9,"22,793",19,0.03,2013
,University of Warsaw,-,23.2,18.4,54,27.9,39.8,"49,292",14.1,0.07,2013
,University of Wyoming,-,18.6,24.2,47.5,30.9,28.1,,,,2013
,Waseda University,-,28.9,21.3,37.8,30.8,32.8,"52,316",16.9,0.08,2013
