rank,name,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,number_students,student_staff_ratio,intl_students,year
288,Tilburg University,-,33,45.1,34.9,55.1,62.2,"7,576",22.4,0.10,2015
289,Tokyo Medical and Dental University (TMDU),-,42.7,22.9,51.1,56.9,21.8,"2,872",3.3,0.07,2015
290,University College Cork,-,26.7,22.2,56.9,45.9,70.8,"15,805",22.3,0.15,2015
291,University of Bologna,-,31,23.2,64.5,34.9,43.1,"85,532",22.9,0.07,2015
292,University of Cincinnati,-,32,22.4,67.8,35.6,26,"36,108",15.7,0.06,2015
293,University of Erlangen-Nuremberg,-,28.4,15.3,68.7,46.8,49,"36,146",53.9,0.09,2015
294,University of Fribourg,-,29.2,19.7,58.6,48.2,84.4,"10,416",46.9,0.19,2015
295,University of Georgia,-,39.7,28.9,46.6,31.1,35.3,"33,119",19.9,0.07,2015
296,University of Macau,-,17.1,20.3,68.1,33.6,73.3,"8,521",14.9,0.31,2015
297,University of Milan,-,25.3,22.9,66.9,40.1,37.4,"58,618",24.3,0.05,2015
298,University of Nebraska-Lincoln,-,31,24.4,57.5,35,47.8,"21,789",16.4,0.09,2015
299,University of South Australia,-,25.7,24,52.7,83.9,80.8,"18,971",26.2,0.32,2015
300,University of South Carolina,-,34.5,27.5,55.1,31.8,37.3,"29,336",16.3,0.01,2015
301,University of Wollongong,-,25.2,27.8,55.1,44.7,80.4,"16,489",25.4,0.24,2015
302,Victoria University of Wellington,-,21.6,28.5,53.8,49.7,84.2,"17,142",21.1,0.21,2015
303,Virginia Polytechnic Institute and State University,-,40.1,40,40.7,42.6,28.9,"30,850",18.6,0.10,2015
304,Autonomous University of Madrid,-,28.6,19.3,59.7,32.2,48.8,"28,296",13,0.15,2015
305,Bangor University,-,22.4,23,55.8,31.1,73.1,"9,567",19.5,0.22,2015
306,Charles Darwin University,-,20.3,17.8,64.5,32.7,45.5,"5,570",25.4,0.15,2015
307,Charles University in Prague,-,31.5,24.3,50.1,29.4,53.9,"51,438",13,0.15,2015
308,Creighton University,-,40.7,10.4,63.3,32.4,29.1,"7,086",8.3,0.02,2015
309,Deakin University,-,20.1,20.6,57.5,30.6,71.8,"32,713",30.4,0.17,2015
310,Drexel University,-,31.8,14.3,57.5,34.6,42.2,"20,713",10.8,0.18,2015
311,Hong Kong Baptist University,-,21.2,13.2,70.8,29.1,62.3,"10,441",11,0.25,2015
312,Illinois Institute of Technology,-,40.2,17.3,50.3,-,59.4,,,,2015
313,Kansas State University,-,27,16.5,61,39.2,41.5,"21,379",15.1,0.10,2015
314,Koç University,-,21.6,24.4,58.5,50.6,49.8,"4,488",14.6,0.08,2015
315,Macquarie University,-,24,24.8,50.2,36.2,89.2,"27,930",20,0.44,2015
316,Novosibirsk State University,-,24.6,17.2,70.5,33.4,43.8,"7,131",7.1,0.13,2015
317,Oregon State University,-,27.8,21.1,63.3,32,36.7,"22,578",16.8,0.09,2015
318,Polytechnic University of Milan,-,27.6,26.6,55.8,67.8,42.9,"30,025",22.2,0.12,2015
319,Renmin University of China,-,34.9,14.7,59.6,42.8,44.4,"24,954",12.7,0.06,2015
320,San Diego State University,-,19.7,24.8,65.6,29.2,26.9,"27,420",31.7,0.05,2015
321,Sapienza University of Rome,-,32.3,28.1,50.7,34.2,37.5,"120,986",32.3,0.07,2015
322,Sharif University of Technology,-,28.7,34.7,50.4,86.2,19.4,"10,977",18.7,0.00,2015
323,State University of Campinas,-,43.4,38.8,28,44.5,20.7,"27,095",15.3,0.03,2015
324,Sun Yat-sen University,-,32.5,25.2,54.1,58.9,37,"51,351",16.6,0.08,2015
325,Tulane University,-,40.7,20.7,53.9,-,29.7,"11,381",8.4,0.08,2015
326,University of Bath,-,29.2,25.1,47.5,36.7,76.1,"12,830",18.8,0.30,2015
327,University of Canterbury,-,21.1,23.4,53.8,49.5,88.2,"12,187",16.5,0.20,2015
328,University of Cologne,-,25.6,18.4,65.3,28.8,52.1,"43,280",43.4,0.11,2015
329,University of Connecticut,-,37.6,27.1,45.4,31.1,38.8,"25,742",13,0.11,2015
330,University of Crete,-,19,16.8,67,36,47,"14,650",26.9,0.05,2015
331,University of Duisburg-Essen,-,21.9,13.7,64.1,44.2,49.2,"36,051",46.6,0.11,2015
332,University of Essex,-,31.6,29,39.3,29.1,86.7,"12,695",19.8,0.39,2015
333,University of Houston,-,39.3,25.8,44.2,43.2,33.1,"40,325",43.7,0.09,2015
334,University of Jyväskylä,-,27.6,24,50.2,-,47.2,"9,703",15.2,0.05,2015
335,University of Kansas,-,30.6,20.1,62.2,36.2,32.2,,,,2015
336,University of Manitoba,-,31.6,29.4,48.2,43.5,43.4,"28,576",27.8,0.11,2015
337,University of Marrakech Cadi Ayyad,-,16.3,6.5,83,28.6,45.1,"56,060",38.7,0.01,2015
338,University of Montana,-,29.1,13.7,75,34.4,20.7,"12,470",15.2,0.03,2015
339,University of Nebraska Medical Center,-,36.4,16.5,51.5,34.5,34.8,"2,857",2.6,0.08,2015
340,University of Oklahoma,-,32.6,15.7,57.5,34.5,30,,,,2015
341,University of Padua,-,20.7,18.2,68,32.9,40.4,"62,577",18.3,0.04,2015
342,University of Pisa,-,22.4,18.8,69.2,37.7,36.7,"47,247",18,0.04,2015
343,University of Southern Denmark,-,19.5,20.5,61.2,72.6,67.1,"22,210",12.7,0.16,2015
344,University of Stirling,-,21.5,25.1,49.9,30.7,66.9,"7,828",15.9,0.22,2015
345,University of Stuttgart,-,30.6,17.3,56.9,48.2,59.3,"24,099",45.4,0.20,2015
346,University of Tampere,-,22.9,22.2,58.7,42.5,45.6,"10,045",9.5,0.04,2015
347,University of Tsukuba,-,33.4,21.6,51.1,36.9,36.1,"15,930",12.6,0.16,2015
348,University of Valencia,-,17.9,12,72.7,30.8,43.7,"58,413",15.4,0.09,2015
349,University of Warsaw,-,20.8,13.6,70,28.5,41.6,"49,292",14.1,0.07,2015
350,Wayne State University,-,32,15.2,61,-,30.7,"23,065",10.7,0.07,2015
351,Zhejiang University,-,36,33.1,40.2,88.6,21.5,"47,508",15.9,0.05,2015
352,Aalborg University,-,23.8,28.5,39.9,43.9,65.8,"17,422",15.9,0.15,2015
353,Aberystwyth University,-,20.7,20.6,52.2,33,66.5,"9,252",19.2,0.18,2015
354,Aston University,-,19.4,21.6,45.1,35.7,79.7,,,,2015
355,Bayreuth University,-,21.3,12.9,61.8,34.8,53.9,"12,520",35.5,0.08,2015
356,Bielefeld University,-,27.5,19.1,52,37.4,48.6,"21,428",67.8,0.08,2015
357,Claude Bernard University Lyon 1,-,19.1,17.2,62.6,33.6,52.1,"35,308",16.1,0.11,2015
358,Curtin University,-,20.1,17.1,45.3,36.1,91.3,"30,333",17.1,0.38,2015
359,Ewha Womans University,-,23.5,18,57.6,61.3,36,"17,625",14.4,0.06,2015
360,George Mason University,-,26.3,20.3,53.9,28.7,35.8,"26,622",17,0.07,2015
361,Hanyang University,-,31.5,32.3,29,88.7,48.4,"16,729",10.4,0.19,2015
362,Hokkaido University,-,38.4,27.5,32.2,43.4,25.2,"18,162",8.2,0.09,2015
363,Indian Institute of Technology Bombay,-,34.2,24.6,43.5,49.7,19.5,"8,327",14.9,0.01,2015
364,Indian Institute of Technology Roorkee,-,25.2,14.3,62.6,69,16.6,"8,061",18.7,0.01,2015
365,Isfahan University of Technology,-,20.7,27.3,48.9,84.1,20,"10,964",26.5,0.01,2015
366,King Mongkut’s University of Technology Thonburi,-,16.7,10,75,56.5,22.5,"17,791",23.7,0.01,2015
367,Kyushu University,-,36.5,28.5,33.6,68.7,26.1,"18,925",6.7,0.08,2015
368,Lehigh University,-,25.4,16.6,56.3,39.2,34.5,"6,300",11.3,0.15,2015
369,Linköping University,-,20.2,27.6,51.5,-,50.9,"17,866",7.7,0.10,2015
370,Murdoch University,-,21.2,17.8,46.5,40.5,85.3,"16,606",32.8,0.43,2015
371,National Cheng Kung University,-,31.8,40.1,28.4,100,26.7,"21,234",14.4,0.11,2015
372,National Sun Yat-Sen University,-,26.4,32.9,39,47,24.2,"9,336",19.6,0.04,2015
373,National Taiwan University of Science and Technology (Taiwan Tech),-,27.7,42.6,30.9,82,26.7,"7,446",17.4,0.11,2015
374,Royal College of Surgeons in Ireland,-,24.7,18.9,43.5,28.4,82.6,"2,473",15.6,0.63,2015
375,Ruhr University Bochum,-,31.5,22.5,42,47.4,53.6,"38,675",46.3,0.13,2015
376,Swinburne University of Technology,-,20.2,16.3,50.2,38.8,86.9,"20,314",36.5,0.33,2015
377,UiT The Arctic University of Norway,-,20.7,16.9,53.2,38.8,60,"10,398",12.2,0.10,2015
378,Umeå University,-,21.2,25.7,52.7,31.3,50.3,"16,667",11.9,0.07,2015
379,University of Bari Aldo Moro,-,29.1,18.1,52,35.2,38.1,"51,560",65.1,0.02,2015
380,University of Eastern Finland,-,24.3,21.6,53.8,32.8,44.1,"10,798",17.3,0.06,2015
381,University of Ferrara,-,19.5,15.2,64.5,40.4,42.1,"18,882",30.2,0.07,2015
382,University of Florence,-,18.1,17.3,60.8,35.4,37.4,"54,290",17.2,0.07,2015
383,University of Graz,-,23.7,17.3,55.1,30.2,64.8,"20,584",26.8,0.12,2015
384,University of Hertfordshire,-,16.2,10.9,65,29.6,74.9,"19,665",19.4,0.27,2015
385,University of Lisbon,-,30.1,22.8,44.8,33.9,46.8,"47,849",17.5,0.09,2015
386,University of Liège,-,25.9,18.4,44.6,70.4,69.1,"20,951",25.9,0.23,2015
387,University of Minho,-,20.2,16.2,60.6,44.5,49.7,"19,090",18.8,0.09,2015
388,University of Missouri,-,31.7,22,46.6,31.2,29.6,"29,885",14.1,0.05,2015
389,University of Navarra,-,29.5,22.3,41.7,90.2,46.2,"11,259",10.6,0.16,2015
390,University of Portsmouth,-,16.1,10.6,61.6,29.2,73.3,"20,161",19.1,0.23,2015
391,University of Rome III,-,19.3,11.8,62.1,37.7,48,"36,353",61.2,0.05,2015
392,University of Seoul,-,21,20.2,63.3,29.1,34.3,"10,243",19,0.03,2015
393,University of Turku,-,24.3,21.8,47.7,32.1,46.3,"12,326",14.6,0.05,2015
394,University of Vermont,-,26.8,19.4,57.5,-,21,,,,2015
395,University of Waikato,-,18.6,17,50,50,80.3,"10,159",17,0.25,2015
396,Vrije Universiteit Brussel,-,31.2,17.9,48.1,44.8,54.5,"9,020",17.1,0.16,2015
397,Waseda University,-,25.5,16.3,55.5,32.6,43.1,"52,316",16.9,0.08,2015
398,Washington State University,-,28.5,27.5,44.2,54.5,36,"24,550",18.3,0.07,2015
399,Western Sydney University,-,17.8,22.4,58.7,30.4,50.1,"30,704",32.2,0.09,2015
400,Wuhan University,-,34.1,17.4,48.5,85.9,33.1,"46,227",14.4,0.07,2015
401,Wuhan University of Technology,-,16.2,8,75.8,57.8,21.4,"50,260",14.9,0.02,2015
